Scheme,Identifier Value,Field,Value
OG_SYNTHETIC_TICKER,WAG,PX_LAST,38.96
OG_SYNTHETIC_TICKER,PG,PX_LAST,62.2
OG_SYNTHETIC_TICKER,STZ,PX_LAST,20.51
OG_SYNTHETIC_TICKER,URBN,PX_LAST,32.16
OG_SYNTHETIC_TICKER,APOL,PX_LAST,52.52
OG_SYNTHETIC_TICKER,QCOM,PX_LAST,54.59
OG_SYNTHETIC_TICKER,BA,PX_LAST,70.63
OG_SYNTHETIC_TICKER,JNPR,PX_LAST,24.66
OG_SYNTHETIC_TICKER,CMS,PX_LAST,19.61
OG_SYNTHETIC_TICKER,GT,PX_LAST,17.17
OG_SYNTHETIC_TICKER,TIF,PX_LAST,79.05
OG_SYNTHETIC_TICKER,AXP,PX_LAST,50.48
OG_SYNTHETIC_TICKER,SO,PX_LAST,40.2
OG_SYNTHETIC_TICKER,CAM,PX_LAST,50.56
OG_SYNTHETIC_TICKER,PCL,PX_LAST,38.5
OG_SYNTHETIC_TICKER,DVA,PX_LAST,82.65
OG_SYNTHETIC_TICKER,IBM,PX_LAST,181.35
OG_SYNTHETIC_TICKER,EFX,PX_LAST,33.15
OG_SYNTHETIC_TICKER,SNI,PX_LAST,47.35
OG_SYNTHETIC_TICKER,DIS,PX_LAST,39.52
OG_SYNTHETIC_TICKER,TLAB,PX_LAST,4.23
OG_SYNTHETIC_TICKER,DNR,PX_LAST,19.8
OG_SYNTHETIC_TICKER,ETR,PX_LAST,68.14
OG_SYNTHETIC_TICKER,CELG,PX_LAST,59.48
OG_SYNTHETIC_TICKER,TGT,PX_LAST,50.35
OG_SYNTHETIC_TICKER,PLL,PX_LAST,51.9
OG_SYNTHETIC_TICKER,MRK,PX_LAST,35.19
OG_SYNTHETIC_TICKER,INTU,PX_LAST,47.25
OG_SYNTHETIC_TICKER,HP,PX_LAST,70.39
OG_SYNTHETIC_TICKER,DUK,PX_LAST,18.76
OG_SYNTHETIC_TICKER,MAR,PX_LAST,33.38
OG_SYNTHETIC_TICKER,CCL,PX_LAST,34.97
OG_SYNTHETIC_TICKER,TIE,PX_LAST,18.14
OG_SYNTHETIC_TICKER,DFS,PX_LAST,25.51
OG_SYNTHETIC_TICKER,ODP,PX_LAST,3.82
OG_SYNTHETIC_TICKER,BMC,PX_LAST,48.89
OG_SYNTHETIC_TICKER,CSCO,PX_LAST,15.69
OG_SYNTHETIC_TICKER,C,PX_LAST,38.27
OG_SYNTHETIC_TICKER,FNMA,PX_LAST,0.331
OG_SYNTHETIC_TICKER,T,PX_LAST,29.96
OG_SYNTHETIC_TICKER,BAC,PX_LAST,9.68
OG_SYNTHETIC_TICKER,ABB,PX_LAST,24.13
OG_SYNTHETIC_TICKER,CTSH,PX_LAST,69.88
OG_SYNTHETIC_TICKER,GD,PX_LAST,68.63
OG_SYNTHETIC_TICKER,MRO,PX_LAST,31.5
OG_SYNTHETIC_TICKER,BIG,PX_LAST,35.31
OG_SYNTHETIC_TICKER,TROW,PX_LAST,55.97
OG_SYNTHETIC_TICKER,ORCL,PX_LAST,30.71
OG_SYNTHETIC_TICKER,FCX,PX_LAST,54.45
OG_SYNTHETIC_TICKER,X,PX_LAST,39.81
OG_SYNTHETIC_TICKER,MSFT,PX_LAST,27.33
OG_SYNTHETIC_TICKER,NOK,PX_LAST,5.73
OG_SYNTHETIC_TICKER,JDSU,PX_LAST,13.78
OG_SYNTHETIC_TICKER,NVDA,PX_LAST,13.855
OG_SYNTHETIC_TICKER,GIS,PX_LAST,37.52
OG_SYNTHETIC_TICKER,K,PX_LAST,55.55
OG_SYNTHETIC_TICKER,RIMM,PX_LAST,25.71
OG_SYNTHETIC_TICKER,AAPL,PX_LAST,392.59
OG_SYNTHETIC_TICKER,TIBX,PX_LAST,27.19
OG_SYNTHETIC_TICKER,BBT,PX_LAST,25.67
OG_SYNTHETIC_TICKER,PAYX,PX_LAST,28.79
OG_SYNTHETIC_TICKER,UNIS,PX_LAST,4.4
OG_SYNTHETIC_TICKER,EXC,PX_LAST,44.59
OG_SYNTHETIC_TICKER,ACFC,PX_LAST,6.0
#Cash
OG_SYNTHETIC_TICKER,USDCASHP1D,PX_LAST,0.25
OG_SYNTHETIC_TICKER,USDCASHP1M,PX_LAST,0.35
OG_SYNTHETIC_TICKER,USDCASHP2M,PX_LAST,0.44
OG_SYNTHETIC_TICKER,USDCASHP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,USDCASHP4M,PX_LAST,0.64
OG_SYNTHETIC_TICKER,USDCASHP5M,PX_LAST,0.73
OG_SYNTHETIC_TICKER,USDCASHP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,USDCASHP7M,PX_LAST,0.91
OG_SYNTHETIC_TICKER,USDCASHP8M,PX_LAST,1.05
OG_SYNTHETIC_TICKER,USDCASHP9M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,USDCASHP10M,PX_LAST,1.38
OG_SYNTHETIC_TICKER,USDCASHP11M,PX_LAST,1.51
OG_SYNTHETIC_TICKER,USDCASHP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,USDSWAPP1Y,PX_LAST,1.4
OG_SYNTHETIC_TICKER,USDSWAPP2Y,PX_LAST,2.5
OG_SYNTHETIC_TICKER,USDSWAPP3Y,PX_LAST,3.1
OG_SYNTHETIC_TICKER,USDSWAPP4Y,PX_LAST,3.5
OG_SYNTHETIC_TICKER,USDSWAPP5Y,PX_LAST,3.7
OG_SYNTHETIC_TICKER,USDSWAPP6Y,PX_LAST,3.9
OG_SYNTHETIC_TICKER,USDSWAPP7Y,PX_LAST,4
OG_SYNTHETIC_TICKER,USDSWAPP8Y,PX_LAST,4.1
OG_SYNTHETIC_TICKER,USDSWAPP9Y,PX_LAST,4.08
OG_SYNTHETIC_TICKER,USDSWAPP10Y,PX_LAST,4.06
OG_SYNTHETIC_TICKER,USDSWAPP12Y,PX_LAST,3.98
OG_SYNTHETIC_TICKER,USDSWAPP15Y,PX_LAST,3.94
OG_SYNTHETIC_TICKER,USDSWAPP20Y,PX_LAST,3.91
OG_SYNTHETIC_TICKER,USDSWAPP25Y,PX_LAST,3.89
OG_SYNTHETIC_TICKER,USDSWAPP30Y,PX_LAST,3.87
OG_SYNTHETIC_TICKER,USDSWAPP40Y,PX_LAST,3.84
OG_SYNTHETIC_TICKER,USDSWAPP50Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,USDSWAPP80Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,EURCASHP1D,PX_LAST,0.25
OG_SYNTHETIC_TICKER,EURCASHP1M,PX_LAST,0.35
OG_SYNTHETIC_TICKER,EURCASHP2M,PX_LAST,0.44
OG_SYNTHETIC_TICKER,EURCASHP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,EURCASHP4M,PX_LAST,0.64
OG_SYNTHETIC_TICKER,EURCASHP5M,PX_LAST,0.73
OG_SYNTHETIC_TICKER,EURCASHP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,EURCASHP7M,PX_LAST,0.91
OG_SYNTHETIC_TICKER,EURCASHP8M,PX_LAST,1.05
OG_SYNTHETIC_TICKER,EURCASHP9M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,EURCASHP10M,PX_LAST,1.38
OG_SYNTHETIC_TICKER,EURCASHP11M,PX_LAST,1.51
OG_SYNTHETIC_TICKER,EURCASHP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,EURSWAPP1Y,PX_LAST,1.65
OG_SYNTHETIC_TICKER,EURSWAPP2Y,PX_LAST,2.5
OG_SYNTHETIC_TICKER,EURSWAPP3Y,PX_LAST,3.1
OG_SYNTHETIC_TICKER,EURSWAPP4Y,PX_LAST,3.5
OG_SYNTHETIC_TICKER,EURSWAPP5Y,PX_LAST,3.7
OG_SYNTHETIC_TICKER,EURSWAPP6Y,PX_LAST,3.9
OG_SYNTHETIC_TICKER,EURSWAPP7Y,PX_LAST,4
OG_SYNTHETIC_TICKER,EURSWAPP8Y,PX_LAST,4.1
OG_SYNTHETIC_TICKER,EURSWAPP9Y,PX_LAST,4.08
OG_SYNTHETIC_TICKER,EURSWAPP10Y,PX_LAST,4.06
OG_SYNTHETIC_TICKER,EURSWAPP12Y,PX_LAST,3.98
OG_SYNTHETIC_TICKER,EURSWAPP15Y,PX_LAST,3.94
OG_SYNTHETIC_TICKER,EURSWAPP20Y,PX_LAST,3.91
OG_SYNTHETIC_TICKER,EURSWAPP25Y,PX_LAST,3.89
OG_SYNTHETIC_TICKER,EURSWAPP30Y,PX_LAST,3.87
OG_SYNTHETIC_TICKER,EURSWAPP40Y,PX_LAST,3.84
OG_SYNTHETIC_TICKER,EURSWAPP50Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,EURSWAPP80Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,GBPCASHP1D,PX_LAST,0.25
OG_SYNTHETIC_TICKER,GBPCASHP1M,PX_LAST,0.35
OG_SYNTHETIC_TICKER,GBPCASHP2M,PX_LAST,0.44
OG_SYNTHETIC_TICKER,GBPCASHP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,GBPCASHP4M,PX_LAST,0.64
OG_SYNTHETIC_TICKER,GBPCASHP5M,PX_LAST,0.73
OG_SYNTHETIC_TICKER,GBPCASHP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,GBPCASHP7M,PX_LAST,0.91
OG_SYNTHETIC_TICKER,GBPCASHP8M,PX_LAST,1.05
OG_SYNTHETIC_TICKER,GBPCASHP9M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,GBPCASHP10M,PX_LAST,1.38
OG_SYNTHETIC_TICKER,GBPCASHP11M,PX_LAST,1.51
OG_SYNTHETIC_TICKER,GBPCASHP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,GBPSWAPP1Y,PX_LAST,1.67
OG_SYNTHETIC_TICKER,GBPSWAPP2Y,PX_LAST,2.5
OG_SYNTHETIC_TICKER,GBPSWAPP3Y,PX_LAST,3.1
OG_SYNTHETIC_TICKER,GBPSWAPP4Y,PX_LAST,3.5
OG_SYNTHETIC_TICKER,GBPSWAPP5Y,PX_LAST,3.7
OG_SYNTHETIC_TICKER,GBPSWAPP6Y,PX_LAST,3.9
OG_SYNTHETIC_TICKER,GBPSWAPP7Y,PX_LAST,4
OG_SYNTHETIC_TICKER,GBPSWAPP8Y,PX_LAST,4.1
OG_SYNTHETIC_TICKER,GBPSWAPP9Y,PX_LAST,4.08
OG_SYNTHETIC_TICKER,GBPSWAPP10Y,PX_LAST,4.06
OG_SYNTHETIC_TICKER,GBPSWAPP12Y,PX_LAST,3.98
OG_SYNTHETIC_TICKER,GBPSWAPP15Y,PX_LAST,3.94
OG_SYNTHETIC_TICKER,GBPSWAPP20Y,PX_LAST,3.91
OG_SYNTHETIC_TICKER,GBPSWAPP25Y,PX_LAST,3.89
OG_SYNTHETIC_TICKER,GBPSWAPP30Y,PX_LAST,3.87
OG_SYNTHETIC_TICKER,GBPSWAPP40Y,PX_LAST,3.84
OG_SYNTHETIC_TICKER,GBPSWAPP50Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,GBPSWAPP80Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,CHFCASHP1D,PX_LAST,0.25
OG_SYNTHETIC_TICKER,CHFCASHP1M,PX_LAST,0.35
OG_SYNTHETIC_TICKER,CHFCASHP2M,PX_LAST,0.44
OG_SYNTHETIC_TICKER,CHFCASHP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,CHFCASHP4M,PX_LAST,0.64
OG_SYNTHETIC_TICKER,CHFCASHP5M,PX_LAST,0.73
OG_SYNTHETIC_TICKER,CHFCASHP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,CHFCASHP7M,PX_LAST,0.91
OG_SYNTHETIC_TICKER,CHFCASHP8M,PX_LAST,1.05
OG_SYNTHETIC_TICKER,CHFCASHP9M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,CHFCASHP10M,PX_LAST,1.38
OG_SYNTHETIC_TICKER,CHFCASHP11M,PX_LAST,1.51
OG_SYNTHETIC_TICKER,CHFCASHP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,CHFSWAPP1Y,PX_LAST,1.67
OG_SYNTHETIC_TICKER,CHFSWAPP2Y,PX_LAST,2.5
OG_SYNTHETIC_TICKER,CHFSWAPP3Y,PX_LAST,3.1
OG_SYNTHETIC_TICKER,CHFSWAPP4Y,PX_LAST,3.5
OG_SYNTHETIC_TICKER,CHFSWAPP5Y,PX_LAST,3.7
OG_SYNTHETIC_TICKER,CHFSWAPP6Y,PX_LAST,3.9
OG_SYNTHETIC_TICKER,CHFSWAPP7Y,PX_LAST,4
OG_SYNTHETIC_TICKER,CHFSWAPP8Y,PX_LAST,4.1
OG_SYNTHETIC_TICKER,CHFSWAPP9Y,PX_LAST,4.08
OG_SYNTHETIC_TICKER,CHFSWAPP10Y,PX_LAST,4.06
OG_SYNTHETIC_TICKER,CHFSWAPP12Y,PX_LAST,3.98
OG_SYNTHETIC_TICKER,CHFSWAPP15Y,PX_LAST,3.94
OG_SYNTHETIC_TICKER,CHFSWAPP20Y,PX_LAST,3.91
OG_SYNTHETIC_TICKER,CHFSWAPP25Y,PX_LAST,3.89
OG_SYNTHETIC_TICKER,CHFSWAPP30Y,PX_LAST,3.87
OG_SYNTHETIC_TICKER,CHFSWAPP40Y,PX_LAST,3.84
OG_SYNTHETIC_TICKER,CHFSWAPP50Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,CHFSWAPP80Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,JPYCASHP1D,PX_LAST,0.25
OG_SYNTHETIC_TICKER,JPYCASHP1M,PX_LAST,0.35
OG_SYNTHETIC_TICKER,JPYCASHP2M,PX_LAST,0.44
OG_SYNTHETIC_TICKER,JPYCASHP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,JPYCASHP4M,PX_LAST,0.64
OG_SYNTHETIC_TICKER,JPYCASHP5M,PX_LAST,0.73
OG_SYNTHETIC_TICKER,JPYCASHP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,JPYCASHP7M,PX_LAST,0.91
OG_SYNTHETIC_TICKER,JPYCASHP8M,PX_LAST,1.05
OG_SYNTHETIC_TICKER,JPYCASHP9M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,JPYCASHP10M,PX_LAST,1.38
OG_SYNTHETIC_TICKER,JPYCASHP11M,PX_LAST,1.51
OG_SYNTHETIC_TICKER,JPYCASHP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,JPYSWAPP1Y,PX_LAST,1.4
OG_SYNTHETIC_TICKER,JPYSWAPP2Y,PX_LAST,2.5
OG_SYNTHETIC_TICKER,JPYSWAPP3Y,PX_LAST,3.1
OG_SYNTHETIC_TICKER,JPYSWAPP4Y,PX_LAST,3.5
OG_SYNTHETIC_TICKER,JPYSWAPP5Y,PX_LAST,3.7
OG_SYNTHETIC_TICKER,JPYSWAPP6Y,PX_LAST,3.9
OG_SYNTHETIC_TICKER,JPYSWAPP7Y,PX_LAST,4
OG_SYNTHETIC_TICKER,JPYSWAPP8Y,PX_LAST,4.1
OG_SYNTHETIC_TICKER,JPYSWAPP9Y,PX_LAST,4.08
OG_SYNTHETIC_TICKER,JPYSWAPP10Y,PX_LAST,4.06
OG_SYNTHETIC_TICKER,JPYSWAPP12Y,PX_LAST,3.98
OG_SYNTHETIC_TICKER,JPYSWAPP15Y,PX_LAST,3.94
OG_SYNTHETIC_TICKER,JPYSWAPP20Y,PX_LAST,3.91
OG_SYNTHETIC_TICKER,JPYSWAPP25Y,PX_LAST,3.89
OG_SYNTHETIC_TICKER,JPYSWAPP30Y,PX_LAST,3.87
OG_SYNTHETIC_TICKER,JPYSWAPP40Y,PX_LAST,3.84
OG_SYNTHETIC_TICKER,JPYSWAPP50Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,JPYSWAPP80Y,PX_LAST,3.79
OG_SYNTHETIC_TICKER,EURLIBORP3M,PX_LAST,1.55
OG_SYNTHETIC_TICKER,EURLIBORP6M,PX_LAST,1.793
OG_SYNTHETIC_TICKER,EURLIBORP12M,PX_LAST,2.16
OG_SYNTHETIC_TICKER,USDLIBORP3M,PX_LAST,0.55
OG_SYNTHETIC_TICKER,USDLIBORP6M,PX_LAST,0.82
OG_SYNTHETIC_TICKER,USDLIBORP12M,PX_LAST,1.67
OG_SYNTHETIC_TICKER,GBPLIBORP3M,PX_LAST,0.834
OG_SYNTHETIC_TICKER,GBPLIBORP6M,PX_LAST,1.19
OG_SYNTHETIC_TICKER,GBPLIBORP12M,PX_LAST,1.593
OG_SYNTHETIC_TICKER,CHFLIBORP3M,PX_LAST,0.138
OG_SYNTHETIC_TICKER,CHFLIBORP6M,PX_LAST,0.24
OG_SYNTHETIC_TICKER,CHFLIBORP12M,PX_LAST,0.50
G_SYNTHETIC_TICKER,JPYIBORP3M,PX_LAST,0.195
OG_SYNTHETIC_TICKER,JPYLIBORP6M,PX_LAST,0.34
OG_SYNTHETIC_TICKER,JPYLIBORP12M,PX_LAST,0.559
BLOOMBERG_TICKER,SPX Index,PX_LAST,1300.67
BLOOMBERG_TICKER,US0003M Index,PX_LAST,0.55
